Date,Open,High,Low,Close,Adj Close,Volume
2020-10-09,37.910000,38.349998,37.189999,37.270000,37.270000,13172000
2020-10-12,37.560001,37.560001,36.174999,36.259998,36.259998,16569400
2020-10-13,36.220001,36.230000,35.020000,35.560001,35.560001,15463100
2020-10-14,35.689999,36.090000,35.075001,35.110001,35.110001,15397200
2020-10-15,34.680000,34.810001,34.020000,34.259998,34.259998,15443800
2020-10-16,34.779999,34.799999,33.610001,33.720001,33.720001,14899700
2020-10-19,34.160000,34.590000,34.000000,34.220001,34.220001,19278600
2020-10-20,34.529999,36.759998,34.529999,36.310001,36.310001,29820700
2020-10-21,36.250000,36.250000,34.875000,35.200001,35.200001,19058700
2020-10-22,35.419998,36.889999,34.915001,36.700001,36.700001,14243600
2020-10-23,36.500000,36.990002,35.924000,36.750000,36.750000,15960600
2020-10-26,36.500000,36.740002,35.119999,35.490002,35.490002,12511700
2020-10-27,35.509998,35.700001,34.020000,34.160000,34.160000,13692100
2020-10-28,33.619999,33.660000,32.900002,33.650002,33.650002,15787900
2020-10-29,33.709999,34.935001,33.330002,34.060001,34.060001,13735300
2020-10-30,33.910000,34.389999,33.154999,33.410000,33.410000,13506200
2020-11-02,34.150002,35.049999,34.060001,34.810001,34.810001,18350500
2020-11-03,35.270000,36.150002,35.150002,35.770000,35.770000,16208800
2020-11-04,40.660000,42.150002,39.000000,40.990002,40.990002,101818200
2020-11-05,40.330002,42.049999,40.009998,41.959999,41.959999,34177600
2020-11-06,42.090000,45.380001,41.619999,44.869999,44.869999,57670700
2020-11-09,48.009998,49.619999,47.299999,48.180000,48.180000,61632300
2020-11-10,46.740002,49.360001,46.044998,47.000000,47.000000,33079800
2020-11-11,46.720001,47.520000,45.910000,46.230000,46.230000,19213700
2020-11-12,45.389999,47.470001,45.049999,46.400002,46.400002,16251600
2020-11-13,47.110001,47.790001,45.930000,47.610001,47.610001,15552400
2020-11-16,48.740002,50.090000,48.480000,49.209999,49.209999,29301700
2020-11-17,48.720001,49.619999,48.500000,48.889999,48.889999,16638300
2020-11-18,48.770000,49.950001,48.330002,49.110001,49.110001,17783500
2020-11-19,49.099998,49.910000,48.650002,49.259998,49.259998,13480300
2020-11-20,49.980000,50.750000,48.270000,48.430000,48.430000,17330400
2020-11-23,48.660000,50.880001,48.509998,50.040001,50.040001,17147100
2020-11-24,50.619999,52.150002,50.484001,51.259998,51.259998,16216200
2020-11-25,51.270000,51.450001,49.919998,50.799999,50.799999,11641600
2020-11-27,50.930000,51.189999,50.200001,50.720001,50.720001,8339200
2020-11-30,50.220001,51.005001,48.529999,49.660000,49.660000,17221500
2020-12-01,50.000000,51.410000,49.070000,49.630001,49.630001,20605500
2020-12-02,49.259998,53.450001,48.529999,53.090000,53.090000,30381500
2020-12-03,53.299999,53.490002,52.119999,52.520000,52.520000,13122400
2020-12-04,52.709999,54.860001,52.709999,54.860001,54.860001,22207900
2020-12-07,54.590000,54.869999,53.650002,53.799999,53.799999,13764400
2020-12-08,52.400002,54.220001,52.349998,53.009998,53.009998,26167300
2020-12-09,53.980000,56.020000,53.060001,53.790001,53.790001,46777900
2020-12-10,52.330002,54.619999,51.299999,54.349998,54.349998,20207700
2020-12-11,54.470001,55.025002,52.330002,52.630001,52.630001,16817900
2020-12-14,53.270000,53.439999,51.240002,51.459999,51.459999,19048500
2020-12-15,52.119999,52.825001,50.869999,51.000000,51.000000,17504700
2020-12-16,51.180000,51.680000,50.290001,50.490002,50.490002,19577800
2020-12-17,50.590000,51.299999,50.169998,50.630001,50.630001,19688300
2020-12-18,50.810001,50.950001,49.520000,50.619999,50.619999,24355200
2020-12-21,49.000000,52.349998,48.790001,51.799999,51.799999,23562900
2020-12-22,52.110001,54.360001,51.919998,53.779999,53.779999,23871800
2020-12-23,53.799999,54.090000,52.990002,53.709999,53.709999,12671100
2020-12-24,53.599998,53.625000,52.290001,52.880001,52.880001,6316800
2020-12-28,53.020000,53.130001,51.560001,51.970001,51.970001,12059000
2020-12-29,52.330002,52.990002,51.470001,52.270000,52.270000,10140600
2020-12-30,52.720001,53.849998,52.220001,53.150002,53.150002,9518600
2020-12-31,53.279999,53.279999,51.000000,51.000000,51.000000,13282800
2021-01-04,52.220001,52.320000,49.634998,51.139999,51.139999,17291800
2021-01-05,51.000000,54.189999,50.759998,54.009998,54.009998,21403200
2021-01-06,53.310001,54.070000,52.000000,52.480000,52.480000,17738100
2021-01-07,53.369999,56.250000,53.200001,56.130001,56.130001,23737500
2021-01-08,54.395000,54.790001,52.580002,53.279999,53.279999,37999400
2021-01-11,53.110001,55.000000,52.990002,54.590000,54.590000,23213800
2021-01-12,55.500000,59.389999,55.000000,58.540001,58.540001,52128200
2021-01-13,58.540001,59.880001,57.529999,59.400002,59.400002,24178500
2021-01-14,60.000000,60.029999,56.700001,56.910000,56.910000,26561000
2021-01-15,57.490002,57.900002,55.000000,55.520000,55.520000,23708800
2021-01-19,56.389999,56.841999,55.000000,56.299999,56.299999,16953700
2021-01-20,57.000000,57.980000,55.470001,56.380001,56.380001,16904300
2021-01-21,56.570000,57.000000,55.313999,55.790001,55.790001,13432000
2021-01-22,55.250000,55.470001,54.009998,54.310001,54.310001,19570500
2021-01-25,54.500000,54.520000,49.650002,54.290001,54.290001,40890100
2021-01-26,54.619999,55.520000,51.529999,51.919998,51.919998,25677000
2021-01-27,49.970001,50.860001,47.150002,48.110001,48.110001,33283400
2021-01-28,50.119999,52.520000,49.880001,51.580002,51.580002,28114700
2021-01-29,50.630001,51.490002,49.634998,50.930000,50.930000,18743200
2021-02-01,52.119999,52.900002,51.349998,52.759998,52.759998,15570900
2021-02-02,55.110001,58.029999,54.889999,56.459999,56.459999,30286800
2021-02-03,57.869999,58.130001,56.740002,57.119999,57.119999,13519000
2021-02-04,56.450001,57.849998,56.110001,57.849998,57.849998,13841600
2021-02-05,58.160000,58.708000,57.369999,58.580002,58.580002,15729200
2021-02-08,59.700001,60.110001,58.689999,59.290001,59.290001,18403700
2021-02-09,58.910000,61.060001,58.619999,59.610001,59.610001,23510700
2021-02-10,62.000000,63.500000,60.799999,63.180000,63.180000,36972900
2021-02-11,63.250000,64.050003,60.395000,60.709999,60.709999,41363400
2021-02-12,60.119999,60.930000,59.314999,60.630001,60.630001,14607800
2021-02-16,61.020000,61.310001,59.840000,60.520000,60.520000,15413100
2021-02-17,60.330002,60.950001,58.950001,60.810001,60.810001,12670000
2021-02-18,60.000000,60.290001,58.230000,59.000000,59.000000,15135600
2021-02-19,58.360001,60.457001,58.112999,58.389999,58.389999,28097000
2021-02-22,57.759998,58.099998,54.816002,55.310001,55.310001,25565400
2021-02-23,53.500000,56.369999,51.889999,56.000000,56.000000,23947500
2021-02-24,54.950001,55.150002,53.660000,53.910000,53.910000,24627000
2021-02-25,54.580002,54.599998,50.860001,51.450001,51.450001,27049100
2021-02-26,52.070000,52.750000,50.610001,51.750000,51.750000,16349800
2021-03-01,53.669998,54.759998,53.299999,54.400002,54.400002,18481100
2021-03-02,55.540001,55.619999,54.188999,54.650002,54.650002,15199500
2021-03-03,55.930000,57.799999,54.650002,56.110001,56.110001,28485400
2021-03-04,55.750000,57.160000,51.610001,53.070000,53.070000,27409600
2021-03-05,54.279999,55.830002,50.810001,55.540001,55.540001,31576200
2021-03-08,55.500000,56.450001,52.889999,53.200001,53.200001,19912100
2021-03-09,56.000000,56.150002,54.720001,55.250000,55.250000,17192900
2021-03-10,57.209999,58.900002,56.270000,57.680000,57.680000,27997000
2021-03-11,58.799999,59.480000,58.220001,58.950001,58.950001,17293800
2021-03-12,58.970001,60.590000,57.619999,60.349998,60.349998,14839300
2021-03-15,60.349998,60.529999,59.119999,60.189999,60.189999,14985000
2021-03-16,59.990002,61.020000,58.380001,58.849998,58.849998,12885700
2021-03-17,57.070000,57.570000,55.540001,56.360001,56.360001,25509900
2021-03-18,56.630001,57.480000,55.209999,55.689999,55.689999,15737000
2021-03-19,55.480000,57.180000,54.340000,57.080002,57.080002,17396300
2021-03-22,57.250000,57.610001,55.470001,55.689999,55.689999,14149400
2021-03-23,55.630001,55.630001,53.110001,53.490002,53.490002,14513500
2021-03-24,54.459999,54.959999,52.540001,52.570000,52.570000,13700800
2021-03-25,52.000000,54.279999,51.799999,53.889999,53.889999,13210700
2021-03-26,54.410000,55.250000,53.520000,54.709999,54.709999,13528200
2021-03-29,54.799999,54.799999,52.849998,53.349998,53.349998,9724800
2021-03-30,52.990002,54.119999,52.639999,53.459999,53.459999,9497200
2021-03-31,53.959999,55.180000,53.580002,54.509998,54.509998,14760500
2021-04-01,55.610001,57.630001,54.810001,57.599998,57.599998,18703400
2021-04-05,58.099998,58.419998,56.639999,57.400002,57.400002,13490200
2021-04-06,57.340000,58.990002,57.160000,58.049999,58.049999,13579200
2021-04-07,58.020000,58.130001,55.950001,56.889999,56.889999,12921900
2021-04-08,56.650002,57.939999,56.540001,57.830002,57.830002,9498500
2021-04-09,57.320000,57.880001,56.400002,57.680000,57.680000,10228500
2021-04-12,59.049999,60.770000,58.750000,59.439999,59.439999,36041300
2021-04-13,59.650002,61.009998,58.529999,60.639999,60.639999,21006100
2021-04-14,60.110001,61.500000,59.180000,59.230000,59.230000,18959800
2021-04-15,59.880001,61.090000,59.549999,60.740002,60.740002,17500200
2021-04-16,60.740002,60.849998,59.540001,60.349998,60.349998,11856100
2021-04-19,60.000000,60.220001,57.520000,57.849998,57.849998,16956900
2021-04-20,58.000000,58.119999,55.243999,55.480000,55.480000,19081100
2021-04-21,55.000000,56.200001,54.610001,55.770000,55.770000,11523900
2021-04-22,55.849998,57.219002,55.189999,56.279999,56.279999,16936200
2021-04-23,56.560001,57.950001,56.389999,57.930000,57.930000,8758800
2021-04-26,58.049999,58.360001,57.330002,57.610001,57.610001,8361600
2021-04-27,58.320000,58.400002,57.049999,57.160000,57.160000,12926800
2021-04-28,56.880001,58.480000,56.660000,58.439999,58.439999,9269700
2021-04-29,59.000000,59.220001,53.110001,54.930000,54.930000,43408000
2021-04-30,54.299999,55.650002,54.110001,54.770000,54.770000,16736600
2021-05-03,55.119999,56.130001,54.840000,54.849998,54.849998,13903300
2021-05-04,54.520000,54.720001,52.009998,52.990002,52.990002,19336600
2021-05-05,53.869999,54.070000,50.630001,51.180000,51.180000,43970500
2021-05-06,48.389999,49.810001,45.720001,46.650002,46.650002,79242400
2021-05-07,47.220001,48.599998,46.535000,47.029999,47.029999,27933900
2021-05-10,47.709999,47.849998,45.599998,45.790001,45.790001,28309800
2021-05-11,44.500000,46.790001,44.181999,46.209999,46.209999,29106900
2021-05-12,45.900002,46.105000,43.169998,43.810001,43.810001,32117400
2021-05-13,44.990002,46.099998,43.560001,44.480000,44.480000,36205100
2021-05-14,45.029999,47.709999,44.849998,47.419998,47.419998,25323300
2021-05-17,47.240002,47.939999,46.509998,47.509998,47.509998,17475300
2021-05-18,49.669998,50.290001,48.525002,49.169998,49.169998,28244400
2021-05-19,47.529999,49.830002,47.369999,49.470001,49.470001,16517500
2021-05-20,49.570000,49.950001,48.759998,49.330002,49.330002,18822300
2021-05-21,49.570000,49.950001,48.759998,48.820000,48.820000,20013200
2021-05-24,49.330002,50.400002,48.849998,50.029999,50.029999,16768400
2021-05-25,50.740002,51.590000,50.439999,50.459999,50.459999,16930900
2021-05-26,50.320000,51.360001,49.759998,51.119999,51.119999,16393700
2021-05-27,51.439999,51.689999,48.720001,50.709999,50.709999,51346000
2021-05-28,50.674999,51.740002,50.470001,50.830002,50.830002,14226800
2021-06-01,51.619999,51.660000,49.840000,50.980000,50.980000,16583800
2021-06-02,51.189999,51.410000,50.549999,50.790001,50.790001,13484200
2021-06-03,50.430000,50.500000,48.529999,48.700001,48.700001,14712900
2021-06-04,49.560001,50.220001,49.070000,50.180000,50.180000,10409800
2021-06-07,50.490002,51.220001,49.750000,50.759998,50.759998,16466200
2021-06-08,50.700001,51.400002,48.660000,49.880001,49.880001,19672700
2021-06-09,50.000000,50.169998,49.110001,49.139999,49.139999,12615200
2021-06-10,49.689999,49.895000,48.424999,49.549999,49.549999,14926500
2021-06-11,50.029999,50.360001,49.535000,50.009998,50.009998,12127100
2021-06-14,50.060001,51.490002,49.560001,50.770000,50.770000,15437300
2021-06-15,49.549999,49.955002,49.090000,49.299999,49.299999,20358600
2021-06-16,49.349998,49.660000,48.290001,48.889999,48.889999,18975800
2021-06-17,48.959999,49.834999,48.310001,49.700001,49.700001,18911400
2021-06-18,49.310001,50.389999,48.775002,49.700001,49.700001,20633500
2021-06-21,49.720001,49.860001,47.900002,48.119999,48.119999,30752200
2021-06-22,48.299999,49.340000,47.750000,49.049999,49.049999,19472500
2021-06-23,49.060001,50.770000,49.009998,50.509998,50.509998,19843300
2021-06-24,51.299999,51.549999,50.220001,50.820000,50.820000,12403300
2021-06-25,51.180000,51.830002,50.529999,51.730000,51.730000,25727800
2021-06-28,51.750000,52.360001,50.365002,51.110001,51.110001,22518000
2021-06-29,51.000000,51.299999,50.240002,50.759998,50.759998,14104200
2021-06-30,51.020000,51.130001,49.709999,50.119999,50.119999,18069400
2021-07-01,50.880001,51.599998,50.020000,50.590000,50.590000,17727600
2021-07-02,50.570000,51.825001,50.389999,51.709999,51.709999,13690400
2021-07-06,50.599998,52.029999,50.400002,50.799999,50.799999,21357800
2021-07-07,50.799999,51.029999,48.540001,48.680000,48.680000,24559500
2021-07-08,47.160000,48.209999,46.570000,47.549999,47.549999,24930200
2021-07-09,47.840000,49.250000,47.709999,49.070000,49.070000,15396800
2021-07-12,48.869999,49.290001,48.090000,48.410000,48.410000,14142300
2021-07-13,48.490002,48.590000,47.750000,48.080002,48.080002,11283600
2021-07-14,48.279999,48.590000,47.110001,47.150002,47.150002,15837000
2021-07-15,46.860001,47.459999,46.150002,46.419998,46.419998,17225300
2021-07-16,46.400002,47.090000,46.009998,46.189999,46.189999,18217000
2021-07-19,45.000000,45.747002,44.435001,45.560001,45.560001,20890600
2021-07-20,45.459999,46.660000,45.070000,46.320000,46.320000,13835000
2021-07-21,46.529999,47.939999,46.349998,47.520000,47.520000,14953700
2021-07-22,47.700001,48.169998,47.240002,47.570000,47.570000,11560800
2021-07-23,47.610001,47.689999,46.779999,47.459999,47.459999,9535300
2021-07-26,47.040001,47.599998,46.369999,46.810001,46.810001,12491200
2021-07-27,46.540001,46.660000,44.764999,45.820000,45.820000,16862800
2021-07-28,45.880001,46.963001,45.810001,46.139999,46.139999,18317000
